Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"39243","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","85.37%"
"39245","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"39274","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","84.88%"
"39275","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","85.68%"
"39312","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"39315","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"39317","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","82.81%"
"39335","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","80.92%"
"39338","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","82.61%"
"39339","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","82.80%"
"39341","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","80.97%"
"39344","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","79.83%"
"39346","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","83.93%"
"39350","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","78.53%"
"39361","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","6","80.49%"
"39364","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","85.66%"
"39369","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","79.32%"
"39373","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","83.76%"
"39375","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","90.60%"
"39376","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","80.50%"
"39378","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","79.53%"
"40159","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"40160","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"41119","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","85.34%"
"41121","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","92.23%"
"41122","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","89.14%"
"41124","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","88.76%"
"41127","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"41154","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","88.83%"
"41155","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","4","87.56%"
"41156","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","88.25%"
"41157","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"41158","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","90.68%"
"41161","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","87.04%"
"41289","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","100.00%"
"41291","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","87.94%"
"41292","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","89.72%"
"41293","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","91.17%"
"41294","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","5","84.15%"
"41298","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","80.69%"
"41302","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","85.66%"
"41304","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"41305","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","89.22%"
"41306","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","71.83%"
"41313","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","88.51%"
"41375","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"41378","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","89.20%"
"41379","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","92.94%"
"42101","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"42102","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"42103","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"42110","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"42115","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"43120","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"43123","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"43125","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"43128","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"43129","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"43132","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","89.73%"
"43133","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","100.00%"
"43134","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"43135","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"43136","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"43137","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"43138","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"44111","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","88.46%"
"44113","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","91.25%"
"44114","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"44116","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","91.16%"
"44123","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","100.00%"
"44125","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","89.76%"
"44126","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","89.35%"
"44130","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","90.37%"
"44138","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","6","88.47%"
"44140","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","91.29%"
"44142","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","89.81%"
"44144","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","84.77%"
"44145","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","91.04%"
"44151","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"44156","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"44321","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","89.14%"
"45102","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","88.38%"
"45104","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","86.25%"
"45105","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","86.89%"
"45109","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","89.12%"
"45115","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","84.30%"
"45116","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","5","88.91%"
"45117","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","5","89.02%"
"45118","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","90.41%"
"45120","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","89.36%"
"45121","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","6","86.66%"
"45122","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","89.58%"
"45123","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","87.79%"
"45129","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","85.73%"
"45131","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","6","91.79%"
"45239","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","89.73%"
"45240","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","87.98%"
"45352","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","87.65%"
"45353","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","85.24%"
"45370","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"45371","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","80.26%"
"45373","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"47201","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","89.52%"
"47203","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","4","88.02%"
"47204","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","85.10%"
"47246","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"47247","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","86.90%"
"47248","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","89.28%"
"47251","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","92.44%"
"47252","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","89.56%"
"47253","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","90.69%"
"47256","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","89.74%"
"47258","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","7","88.69%"
"47259","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","90.22%"
"47260","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","90.66%"
"47262","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","91.86%"
"47265","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","91.46%"
"47267","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","89.85%"
"47268","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","85.55%"
"47271","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","4","90.41%"
"47276","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","89.26%"
"47278","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","89.44%"
"47279","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","4","89.52%"
"47283","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","88.49%"
"47284","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","10","85.82%"
"47285","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","5","94.31%"
"47288","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","90.34%"
"47289","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","89.41%"
"47290","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","4","86.69%"
"47293","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","89.72%"
"47294","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","5","89.68%"
"47295","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","90.31%"
"47296","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","7","89.35%"
"47301","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","89.43%"
"47308","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"47316","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","88.44%"
"47322","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"47332","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","82.45%"
"47336","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","81.71%"
"47339","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","100.00%"
"47344","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","9","85.07%"
"47346","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","4","90.25%"
"47348","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"47351","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","81.75%"
"47352","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","78.00%"
"47353","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"47355","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"47356","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"47357","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","62.22%"
"47358","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"48141","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","4","88.43%"
"48142","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","88.46%"
"48143","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","5","86.41%"
"48147","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","4","89.11%"
"48148","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","90.74%"
"48151","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","89.70%"
"48152","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","87.27%"
"48155","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","92.26%"
"48156","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","84.91%"
"48157","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","89.43%"
"48161","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","90.03%"
"48165","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","88.68%"
"48166","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","91.59%"
"48167","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","92.89%"
"48169","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","91.20%"
"48171","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","88.61%"
"48173","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","89.79%"
"48175","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","92.12%"
"48239","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","4","89.76%"
"48240","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","90.66%"
"48241","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","87.79%"
"48245","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","93.22%"
"48249","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","4","83.42%"
"48250","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","88.26%"
"48252","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","85.99%"
"48256","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","89.76%"
"48257","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","91.82%"
"48258","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","50.00%"
"48259","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"49112","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","92.06%"
"49113","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"49114","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","91.24%"
"49116","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","89.27%"
"49118","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","90.18%"
"49122","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","86.15%"
"49125","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","91.66%"
"49126","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","90.77%"
"49129","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","5","85.00%"
"49131","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","67.23%"
"49132","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"49133","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"49134","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","88.24%"
"49135","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"49136","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"49331","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","85.71%"
"49332","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"49333","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","75.41%"
"49335","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","87.86%"
"49338","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","89.00%"
"49341","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","5","81.10%"
"49344","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"49346","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","4","79.33%"
"49348","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","92.84%"
"49349","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","87.96%"
"49353","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"49354","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"49355","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","1","86.15%"
"49356","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"49357","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","88.25%"
"49358","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"50070","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","2","90.44%"
"50072","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"50076","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","90.39%"
"50077","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","91.86%"
"50085","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","50.00%"
"50086","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"50088","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"50090","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","100.00%"
"50091","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","88.30%"
"50092","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","4","91.34%"
"50093","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","90.47%"
"50094","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","3","88.62%"
"50096","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","100.00%"
"50105","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"50106","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"50107","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"50108","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","66.67%"
"50109","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","0.00%"
"50110","PRESIDENT AND VICE PRESIDENT","GLORIA LA RIVA/SUNIL FREEMAN (P/F)","0","100.00%"
